,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,Carpet_area,Super_built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1996,flat,paras dews,sector 106,0.92,6642.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,4,2.0,East,Relatively New,940.0,845.0,1385.0,0,0,0,0,0,unfurnished,216
1997,flat,paras dews,sector 106,1.25,7102.0,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,4,5.0,North-East,Relatively New,1186.0,1130.0,1760.0,0,1,0,0,0,unfurnished,207
1998,flat,paras dews,sector 106,0.87,9255.0,940.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2,2,4,1.0,North-East,New Property,1120.0,940.0,1385.0,0,0,0,0,0,unfurnished,216
1999,flat,paras dews,sector 106,1.2,6818.0,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,4,9.0,North-East,Relatively New,1186.0,1130.0,1760.0,0,1,0,0,0,unfurnished,223
2000,flat,ramprastha the edge towers,sector 37,0.8,8888.0,900.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1310 sq.ft. (121.7 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,10.0,South-East,Relatively New,1310.0,900.0,1380.0,0,0,0,0,1,unfurnished,209
2001,flat,ramprastha the edge towers,sector 37,0.98,5536.0,1770.0,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,4,5.0,North-East,Relatively New,1675.0,1400.0,1770.0,0,0,0,1,0,unfurnished,216
2002,flat,la vida by tata housing,sector 113,1.32,10344.0,1276.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2,2,2,3.0,North-East,Relatively New,1199.0,1099.0,1276.0,0,0,0,0,0,unfurnished,53
2003,flat,shri banke bihari society,sector 56,1.35,6750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,5.0,East,Old Property,1800.0,1600.0,2000.0,0,0,0,0,1,semifurnished,97
2004,flat,puri diplomatic greens,sector 111,3.45,11694.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,4,9.0,North-East,Relatively New,,,2950.0,0,1,0,0,0,unfurnished,89
2005,flat,bestech park view grand spa,sector 81,2.4,9022.0,2660.0,Super Built up area 2660(247.12 sq.m.),3,4,4,8.0,North,New Property,,,2660.0,1,1,0,0,0,semifurnished,207
2006,flat,dlf the ultima,sector 81,3.45,12012.0,2872.0,Super Built up area 2872(266.82 sq.m.),4,4,4,10.0,East,New Property,,,2872.0,0,1,0,0,0,semifurnished,205
2007,flat,dlf the ultima,sector 81,2.25,10553.0,2132.0,Super Built up area 2132(198.07 sq.m.),3,3,4,15.0,North-East,Relatively New,,,2132.0,0,1,0,0,0,semifurnished,206
2008,flat,corona optus,sector 37,1.25,7175.0,1742.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,North-West,Relatively New,,1400.0,1735.0,1,0,0,0,0,unfurnished,53
2009,flat,corona optus,sector 37,1.43,7185.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,4,2.0,North,Relatively New,,1680.0,1990.0,0,1,0,0,1,unfurnished,53
2010,flat,corona optus,sector 37,1.27,7231.0,1756.0,Super Built up area 1763(163.79 sq.m.),3,3,3,2.0,South,Relatively New,,,1763.0,0,0,0,0,1,unfurnished,53
2011,flat,corona optus,sector 37,1.43,7185.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,4,2.0,North-West,Relatively New,,1700.0,1990.0,1,1,0,0,1,unfurnished,53
2012,flat,corona optus,sector 37,1.25,8928.0,1400.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,South-East,Relatively New,,1400.0,1735.0,1,0,0,0,0,unfurnished,53
2013,flat,corona optus,sector 37,1.44,7236.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,4,2.0,North-West,Relatively New,,1600.0,1990.0,1,1,0,0,1,unfurnished,53
2014,flat,corona optus,sector 37,1.27,7203.0,1763.0,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),3,3,3,2.0,South,Relatively New,,1410.0,1763.0,1,0,0,0,1,unfurnished,53
2015,flat,imperia the esfera,sector 37,1.1,5405.0,2035.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,9.0,West,Relatively New,,1760.0,2035.0,1,1,0,0,0,unfurnished,53
2016,flat,imperia the esfera,sector 37,1.4,5384.0,2600.0,Super Built up area 2600(241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,5,3,9.0,North,Relatively New,,2100.0,2600.0,1,1,0,1,1,unfurnished,53
2017,flat,imperia the esfera,sector 37,0.99,5454.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,9.0,North-East,Relatively New,,1510.0,1815.0,0,1,0,0,0,unfurnished,53
2018,flat,imperia the esfera,sector 37,0.86,5449.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,,1310.0,1578.0,1,0,0,0,1,unfurnished,53
2019,flat,imperia the esfera,sector 37,0.98,5399.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,9.0,South-West,Relatively New,,1510.0,1815.0,0,1,0,0,1,unfurnished,53
2020,flat,imperia the esfera,sector 37,0.85,5386.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively New,,1310.0,1578.0,1,0,0,0,0,unfurnished,53
2021,flat,bptp terra,sector 37,1.79,8983.0,1993.0,Super Built up area 1998(185.62 sq.m.),4,3,3,15.0,South-West,Relatively New,,,1998.0,0,0,0,0,1,semifurnished,40
2022,flat,bptp terra,sector 37,1.5,8255.0,1817.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3,12.0,South-West,Relatively New,,1560.0,1811.0,0,0,0,0,1,unfurnished,53
2023,flat,bptp terra,sector 37,1.77,8078.0,2191.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,15.0,North,Relatively New,,1860.0,2191.0,1,1,0,1,1,unfurnished,53
2024,flat,bptp terra,sector 37,1.5,8282.0,1811.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1570 sq.ft. (145.86 sq.m.),3,3,3,17.0,North-West,Relatively New,,1570.0,1811.0,0,0,0,0,1,unfurnished,53
2025,flat,bptp terra,sector 37,1.49,8105.0,1838.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1580 sq.ft. (146.79 sq.m.),3,3,3,20.0,North-West,Relatively New,,1580.0,1832.0,0,0,0,0,1,unfurnished,53
2026,flat,bptp terra,sector 37,1.8,8215.0,2191.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,18.0,North-West,Relatively New,,1860.0,2191.0,1,1,0,1,0,unfurnished,53
2027,flat,ss the leaf,sector 85,1.06,6343.0,1671.0,Super Built up area 1671(155.24 sq.m.),2,2,2,12.0,South,Relatively New,,,1671.0,0,0,0,0,0,unfurnished,47
2028,flat,ss the leaf,sector 85,1.14,6433.0,1772.0,Super Built up area 1772(164.62 sq.m.),2,2,3,16.0,South,Relatively New,,,1772.0,0,0,0,0,0,unfurnished,47
2029,flat,pivotal devaan,sector 84,0.36,7588.0,474.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2,2,1,9.0,West,Relatively New,,481.0,583.0,0,0,1,0,0,unfurnished,98
2030,flat,pivotal devaan,sector 84,0.34,7039.0,483.0,Carpet area: 483 (44.87 sq.m.),2,2,1,1.0,East,Relatively New,,483.0,,0,0,1,0,0,unfurnished,112
2031,flat,pivotal devaan,sector 84,0.34,5831.0,583.0,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),2,2,1,3.0,East,Relatively New,,484.0,583.0,0,0,1,0,0,unfurnished,105
2032,flat,pivotal devaan,sector 84,0.35,7276.0,481.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2,2,1,10.0,West,Relatively New,,481.0,583.0,0,0,1,0,0,unfurnished,117
2033,flat,ss the leaf,sector 85,1.05,6402.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,11.0,North-East,Relatively New,,,1640.0,0,0,0,0,0,unfurnished,47
2034,flat,vatika city,sector 49,1.72,7818.0,2200.0,Carpet area: 2200 (204.39 sq.m.),3,3,2,2.0,North-East,Old Property,,2200.0,,0,0,0,0,0,semifurnished,182
2035,flat,shree vardhman victoria,sector 70,1.55,7948.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,South,Relatively New,,1161.0,1950.0,0,1,0,0,0,unfurnished,216
2036,flat,shree vardhman victoria,sector 70,1.5,7692.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7.0,South,Relatively New,,1161.0,1950.0,0,1,0,0,0,semifurnished,210
2037,flat,the lions cghs,sector 56,2.05,9534.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,4,3,7.0,West,Relatively New,2000.0,1950.0,2150.0,0,1,0,0,1,semifurnished,53
2038,flat,mariners home,sector 56,2.11,8612.0,2450.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3,2,3,4.0,South,Relatively New,2250.0,2150.0,2450.0,0,0,0,0,1,semifurnished,169
2039,flat,capital residences 360,sector 70,1.18,8137.0,1450.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,7.0,East,New Property,1400.0,1000.0,1450.0,0,0,0,1,0,unfurnished,169
2040,flat,capital residences 360,sector 70,1.15,11500.0,1000.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,4.0,East,New Property,1400.0,1000.0,1450.0,0,0,0,1,0,unfurnished,160
2041,flat,capital residences 360,sector 70,1.66,8400.0,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,4,8.0,East,New Property,1900.0,1500.0,1976.0,0,1,0,0,0,unfurnished,160
2042,flat,capital residences 360,sector 70,1.68,8502.0,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,4,5.0,North-East,New Property,1900.0,1560.0,1976.0,0,1,0,0,0,unfurnished,184
2043,flat,sobha city,sector 108,3.95,16858.0,2343.0,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3,4,2,15.0,West,Relatively New,,1512.0,2343.0,0,1,0,0,0,unfurnished,53
2044,flat,emaar digihomes,sector 62,2.1,13925.0,1508.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,12.0,North-East,New Property,1500.0,1200.0,1508.0,0,0,0,0,1,unfurnished,53
2045,flat,capital residences 360,sector 70,1.64,8299.0,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1642 sq.ft. (152.55 sq.m.),3,3,4,4.0,North-East,New Property,1950.0,1642.0,1976.0,0,1,0,0,0,unfurnished,175
2046,flat,capital residences 360,sector 70,1.69,8552.0,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,4,8.0,North-East,New Property,1900.0,1650.0,1976.0,0,1,0,0,0,unfurnished,204
2047,flat,m3m golfestate,sector 65,6.15,18287.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,23.0,,Moderately Old,,2710.0,3363.0,1,1,0,0,0,semifurnished,72
2048,flat,m3m golfestate,sector 65,6.1,18138.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately Old,,2710.0,3363.0,1,1,0,0,0,semifurnished,223
2049,flat,dlf the primus,sector 82,1.59,10338.0,1538.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,4,5.0,North-East,Relatively New,,1538.0,1799.0,0,0,0,0,1,semifurnished,204
2050,flat,emaar mgf palm hills,sector 77,1.08,5400.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,4,4,5.0,South-West,Relatively New,,,2000.0,1,1,0,0,1,unfurnished,204
2051,flat,emaar mgf palm hills,sector 77,1.09,5382.0,2025.0,Super Built up area 2025(188.13 sq.m.),3,4,4,5.0,South,Relatively New,,,2025.0,0,1,0,0,1,unfurnished,204
2052,flat,aipl club residences,sector 70,0.85,9139.0,930.0,Super Built up area 930(86.4 sq.m.),2,2,2,5.0,South-East,Relatively New,,,930.0,0,0,0,0,0,semifurnished,82
2053,flat,sobha city,sector 108,3.95,16858.0,2343.0,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512.05 sq.ft. (140.47 sq.m.),3,5,2,15.0,North,New Property,,1512.05,2343.0,0,1,0,0,0,unfurnished,159
2054,flat,sobha city,sector 108,2.5,14611.0,1711.0,Super Built up area 1711(158.96 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1111.44 sq.ft. (103.26 sq.m.),3,3,2,19.0,East,New Property,1480.0,1111.44,1711.0,0,0,0,0,0,unfurnished,213
2055,flat,the lions cghs,sector 56,2.05,7884.0,2600.0,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,4,6.0,South,Relatively New,2500.0,2400.0,2600.0,0,0,0,0,1,semifurnished,127
2056,flat,meditech apartment,sector 56,2.45,8166.0,3000.0,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,4,4,1.0,West,Relatively New,2900.0,2800.0,3000.0,0,0,0,0,1,unfurnished,155
2057,flat,kiran residency,sector 56,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,4,4.0,North,Relatively New,1900.0,1800.0,2000.0,0,1,0,0,0,semifurnished,162
2058,flat,shree kirpalu gi sector 52,sector 52,1.45,7631.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,4,7.0,West,Relatively New,1800.0,1700.0,1900.0,0,0,0,0,1,semifurnished,146
2059,flat,ss the leaf,sector 85,1.2,7317.0,1640.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,6.0,North,Relatively New,1300.0,1000.0,1640.0,0,0,0,0,0,semifurnished,223
2060,flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,3.0,East,Relatively New,1600.0,1250.0,1650.0,1,1,0,0,0,semifurnished,53
2061,flat,dlf the ultima,sector 81,2.5,11726.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,2,20.0,West,Relatively New,1700.0,1350.0,2132.0,0,1,0,0,0,semifurnished,223
2062,flat,emaar palm gardens,sector 83,1.55,9011.0,1720.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4.0,West,Relatively New,1400.0,1095.0,1720.0,0,1,0,0,0,semifurnished,216
2063,flat,emaar palm gardens,sector 83,1.76,9263.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6.0,North-West,Relatively New,1500.0,1240.0,1900.0,0,1,0,0,0,semifurnished,207
2064,flat,emaar palm gardens,sector 83,1.76,9263.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,5.0,South-East,Relatively New,1600.0,1240.04,1900.0,0,1,0,0,0,semifurnished,217
2065,flat,godrej frontier,sector 80,1.4,6189.0,2262.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1854 sq.ft. (172.24 sq.m.)Carpet area: 1576 sq.ft. (146.42 sq.m.),3,4,2,10.0,North-West,Moderately Old,1854.0,1576.0,2262.0,0,0,1,1,0,unfurnished,156
2066,flat,godrej frontier,sector 80,1.1,5705.0,1928.0,Super Built up area 1928(179.12 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1391 sq.ft. (129.23 sq.m.),3,3,3,8.0,North-West,Moderately Old,1580.0,1391.0,1928.0,0,1,0,0,0,unfurnished,156
2067,flat,dlf the ultima,sector 81,2.45,11491.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,9.0,South-East,Relatively New,1800.0,1500.0,2132.0,0,1,0,0,0,semifurnished,223
2068,flat,ireo the grand arch,sector 58,3.8,17560.0,2164.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,1,19.0,West,Moderately Old,1700.0,1600.0,2164.0,0,1,0,0,0,semifurnished,209
2069,flat,dlf park place,sector 54,5.75,24688.0,2329.0,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3,12.0,North-East,Relatively New,1900.0,1700.0,2329.0,0,1,0,0,0,semifurnished,216
2070,flat,dlf the belaire,sector 54,10.0,24557.0,4072.0,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,4,17.0,North,Moderately Old,3000.0,2800.0,4072.0,0,1,0,0,0,semifurnished,209
2071,flat,suncity platinum towers,sector 28,6.2,23091.0,2685.0,Super Built up area 2685(249.44 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,4,21.0,South,Relatively New,2000.0,1900.0,2685.0,0,1,0,0,0,semifurnished,197
2072,flat,emaar palm gardens,sector 83,1.75,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,3,6.0,West,Relatively New,1600.0,1240.0,1900.0,0,1,0,0,0,semifurnished,186
2073,flat,dlf the ultima,sector 81,2.4,11257.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,10.0,North-West,Relatively New,1800.0,1400.0,2132.0,0,1,0,0,0,semifurnished,217
2074,flat,emaar palm gardens,sector 83,1.75,9210.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,East,Relatively New,1600.0,1240.04,1900.0,0,1,0,0,0,semifurnished,217
2075,flat,godrej frontier,sector 80,1.4,6189.0,2262.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1922 sq.ft. (178.56 sq.m.)Carpet area: 1634 sq.ft. (151.8 sq.m.),3,4,2,6.0,South,Moderately Old,1922.0,1634.0,2262.0,0,1,0,1,0,unfurnished,156
2076,flat,ramsons kshitij,sector 95,0.24,53.0,45283.0,Carpet area: 45966 (4270.38 sq.m.),2,2,1,10.0,North-West,Relatively New,,45966.0,,0,0,0,0,1,unfurnished,39
2077,flat,ramsons kshitij,sector 95,0.17,544.0,3125.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,12.0,North-East,Relatively New,,3212.0,,0,0,0,0,0,unfurnished,63
2078,flat,ramsons kshitij,sector 95,0.31,5.0,620000.0,Carpet area: 607936 (56479.1 sq.m.),2,2,1,1.0,North-East,Relatively New,,607936.0,,1,0,0,0,1,unfurnished,71
2079,flat,rof ananda,sector 95,0.33,60.0,55000.0,Carpet area: 54917 (5101.96 sq.m.),2,2,1,13.0,South-West,Relatively New,,54917.0,,0,0,0,0,0,unfurnished,41
2080,flat,rof ananda,sector 95,0.38,58.0,65517.0,Carpet area: 64412 (5984.07 sq.m.),3,2,1,12.0,North,Relatively New,,64412.0,,0,0,0,0,0,unfurnished,57
2081,flat,rof ananda,sector 95,0.21,61.0,34426.0,Carpet area: 34401 (3195.96 sq.m.),1,1,1,13.0,North,Relatively New,,34401.0,,0,0,0,0,0,unfurnished,80
2082,flat,rof ananda,sector 95,0.2,5463.0,366.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,10.0,West,Relatively New,,366.08023899999995,,0,0,0,0,0,unfurnished,100
2083,flat,chd avenue,sector 71,1.2,7407.0,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,4.0,North,Relatively New,,,1620.0,0,0,0,0,1,unfurnished,53
2084,flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10370.0,1215.0,Super Built up area 1215(112.88 sq.m.),2,2,3,7.0,East,Relatively New,,,1215.0,0,0,0,0,0,semifurnished,53
2085,flat,indiabulls centrum park,sector 103,1.34,7486.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,4,13.0,South-East,Relatively New,,1350.0,1790.0,1,0,0,0,0,unfurnished,125
2086,flat,ats triumph,sector 104,2.5,7936.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,4,14.0,North-East,New Property,,,3150.0,0,1,0,0,0,unfurnished,26
2087,flat,puri diplomatic greens,sector 111,3.7,12542.0,2950.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),4,5,4,12.0,South-East,Relatively New,2650.0,2450.0,2950.0,0,1,0,0,0,semifurnished,192
2088,flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3,2,2,5.0,South-East,Moderately Old,,1077.0,1500.0,0,0,0,0,0,unfurnished,111
2089,flat,alpha corp gurgaonone,sector 84,2.2,6406.0,3434.0,Super Built up area 3434(319.03 sq.m.),4,4,4,15.0,South-West,Relatively New,,,3434.0,0,1,0,0,0,unfurnished,121
2090,flat,dlf the belaire,sector 54,7.0,23333.0,3000.0,Super Built up area 3000(278.71 sq.m.),4,6,4,12.0,East,Moderately Old,,,3000.0,0,1,1,1,0,semifurnished,150
2091,flat,ats triumph,sector 104,2.6,8253.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,4,12.0,South,Relatively New,,,3150.0,0,1,0,0,0,unfurnished,146
2092,flat,mahindra luminare,sector 59,5.8,19173.0,3025.0,Carpet area: 3025 (281.03 sq.m.),3,4,3,16.0,North-East,New Property,,3025.0,,0,1,0,0,0,unfurnished,53
2093,flat,shree vardhman victoria,sector 70,1.8,9230.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,3,4,10.0,North-East,New Property,,,1950.0,0,0,0,0,1,semifurnished,53
2094,flat,m3m skywalk,sector 74,1.4,9831.0,1424.0,Super Built up area 1424(132.29 sq.m.),2,2,2,17.0,North-East,New Property,,,1424.0,0,0,0,0,0,unfurnished,209
2095,flat,ss the leaf,sector 85,2.05,7290.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4,4,4,4.0,North-East,Relatively New,2500.0,2250.0,2812.0,0,1,0,0,0,semifurnished,53
2096,flat,ss the leaf,sector 85,1.17,6720.0,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,3,3,10.0,South-East,Relatively New,1550.0,1350.0,1741.0,0,0,0,0,1,unfurnished,53
2097,flat,dlf the skycourt,sector 86,1.58,8190.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,1,16.0,North,Relatively New,1750.0,1450.0,1929.0,0,0,0,1,0,semifurnished,198
2098,flat,dlf regal gardens,sector 90,1.25,8116.0,1540.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3,3,3,8.0,South-East,Relatively New,1640.0,1540.0,1702.0,0,0,0,1,0,unfurnished,201
2099,flat,rof ananda,sector 95,0.37,5744.0,644.0,Carpet area: 644.12 (59.84 sq.m.),3,2,1,6.0,South-East,Relatively New,,644.111776,,0,0,0,1,0,unfurnished,87
2100,flat,rof ananda,sector 95,0.38,5899.0,644.0,Carpet area: 644.12 (59.84 sq.m.),3,2,1,2.0,South-East,Relatively New,,644.111776,,0,0,0,1,0,semifurnished,81
2101,flat,rof ananda,sector 95,0.32,5827.0,549.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,9.0,North,Relatively New,,549.174178,,0,0,0,1,0,unfurnished,87
